time, Quad.Est.E.Pos, Quad.Est.S.Z
9.280120,0.155887,0.301091
9.285122,0.156728,0.301262
9.290124,0.157322,0.301376
9.295126,0.158159,0.301549
9.300128,0.158768,0.301664
9.305130,0.142144,0.299073
9.310132,0.142540,0.299178
9.315134,0.143172,0.299336
9.320136,0.143570,0.299443
9.325138,0.144180,0.299603
9.330140,0.144575,0.299710
9.335142,0.145220,0.299872
9.340144,0.145639,0.299981
9.345146,0.146275,0.300144
9.350148,0.146703,0.300254
9.355150,0.147293,0.300419
9.360152,0.147672,0.300530
9.365154,0.148228,0.300697
9.370156,0.148602,0.300809
9.375158,0.149131,0.300978
9.380160,0.149490,0.301091
9.385162,0.150000,0.301262
9.390164,0.150339,0.301376
9.395166,0.150798,0.301549
9.400168,0.151094,0.301665
9.405170,0.128281,0.299073
9.410172,0.128741,0.299178
9.415174,0.129457,0.299337
9.420177,0.129925,0.299443
9.425179,0.130602,0.299603
9.430181,0.131046,0.299711
9.435183,0.131736,0.299872
9.440185,0.132207,0.299981
9.445187,0.132945,0.300145
9.450189,0.133420,0.300254
9.455191,0.134116,0.300420
9.460193,0.134598,0.300531
9.465195,0.135290,0.300698
9.470197,0.135763,0.300810
9.475199,0.136478,0.300979
9.480201,0.136940,0.301092
9.485203,0.137688,0.301262
9.490205,0.138182,0.301377
9.495207,0.138906,0.301549
9.500209,0.139389,0.301665
9.505211,0.113769,0.299073
9.510213,0.114238,0.299178
9.515215,0.115000,0.299337
9.520217,0.115501,0.299443
9.525219,0.116258,0.299603
9.530221,0.116783,0.299711
9.535223,0.117559,0.299873
9.540225,0.118062,0.299981
9.545227,0.118825,0.300145
9.550229,0.119346,0.300255
9.555231,0.120116,0.300420
9.560233,0.120643,0.300531
9.565235,0.121418,0.300698
9.570237,0.121998,0.300810
9.575239,0.122774,0.300979
9.580241,0.123295,0.301092
9.585243,0.124080,0.301263
9.590245,0.124583,0.301377
9.595247,0.125353,0.301550
9.600249,0.125861,0.301665
9.605251,0.149957,0.299074
9.610253,0.150803,0.299179
9.615255,0.152057,0.299337
9.620257,0.152879,0.299444
9.625259,0.154147,0.299604
9.630261,0.154992,0.299711
9.635263,0.156275,0.299873
9.640265,0.157138,0.299982
9.645267,0.158445,0.300145
9.650270,0.159315,0.300255
9.655272,0.160652,0.300420
9.660274,0.161527,0.300531
9.665276,0.162871,0.300698
9.670278,0.163862,0.300810
9.675280,0.165266,0.300979
9.680282,0.166238,0.301092
9.685284,0.167695,0.301263
9.690286,0.168612,0.301377
9.695288,0.170074,0.301550
9.700290,0.171020,0.301666
9.705292,0.155369,0.299074
9.710294,0.155879,0.299179
9.715296,0.156659,0.299338
9.720298,0.157154,0.299444
9.725300,0.157964,0.299604
9.730302,0.158532,0.299711
9.735304,0.159379,0.299873
9.740306,0.159966,0.299982
9.745308,0.160892,0.300146
9.750310,0.161495,0.300255
9.755312,0.162422,0.300421
9.760314,0.163055,0.300531
9.765316,0.163994,0.300699
9.770318,0.164599,0.300811
9.775320,0.165537,0.300980
9.780322,0.166095,0.301093
9.785324,0.167047,0.301263
9.790326,0.167744,0.301378
9.795328,0.168711,0.301550
9.800330,0.169337,0.301666
9.805332,0.147532,0.299074
9.810334,0.148134,0.299179
9.815336,0.149052,0.299338
9.820338,0.149696,0.299444
9.825340,0.150613,0.299604
9.830342,0.151215,0.299712
9.835344,0.152139,0.299874
9.840346,0.152752,0.299982
9.845348,0.153688,0.300146
9.850350,0.154309,0.300256
9.855352,0.155231,0.300421
9.860354,0.155846,0.300532
9.865356,0.156771,0.300699
9.870358,0.157385,0.300811
9.875360,0.158319,0.300980
9.880363,0.158932,0.301093
9.885365,0.159861,0.301264
9.890367,0.160476,0.301378
9.895369,0.161418,0.301551
9.900371,0.162040,0.301666
9.905373,0.170314,0.299074
9.910375,0.170673,0.299180
9.915377,0.171293,0.299338
9.920379,0.171704,0.299444
9.925381,0.172328,0.299605
9.930383,0.172757,0.299712
9.935385,0.173398,0.299874
9.940387,0.173852,0.299983
9.945389,0.174533,0.300146
9.950391,0.174964,0.300256
9.955393,0.175634,0.300421
9.960395,0.176160,0.300532
9.965397,0.176899,0.300699
9.970399,0.177397,0.300811
9.975401,0.178125,0.300980
9.980403,0.178684,0.301093
9.985405,0.179451,0.301264
9.990407,0.179850,0.301378
9.995409,0.180515,0.301551
10.000411,0.180891,0.301666
10.005413,0.173379,0.299075
10.010415,0.173746,0.299180
10.015417,0.174466,0.299338
10.020419,0.174991,0.299445
10.025421,0.175696,0.299605
10.030423,0.176174,0.299712
10.035425,0.176882,0.299874
10.040427,0.177353,0.299983
10.045429,0.178071,0.300146
10.050431,0.178500,0.300256
10.055433,0.179191,0.300421
10.060435,0.179726,0.300532
10.065437,0.180417,0.300699
10.070439,0.180918,0.300811
10.075441,0.181629,0.300980
10.080443,0.182146,0.301094
10.085445,0.182880,0.301264
10.090447,0.183249,0.301379
10.095449,0.183943,0.301551
10.100451,0.184416,0.301667
10.105453,0.149832,0.299075
10.110456,0.149859,0.299180
10.115458,0.149995,0.299339
10.120460,0.150001,0.299445
10.125462,0.150176,0.299605
10.130464,0.150280,0.299713
10.135466,0.150451,0.299875
10.140468,0.150564,0.299983
10.145470,0.150740,0.300147
10.150472,0.150830,0.300256
10.155474,0.150979,0.300422
10.160476,0.151128,0.300533
10.165478,0.151319,0.300700
10.170480,0.151434,0.300812
10.175482,0.151631,0.300981
10.180484,0.151732,0.301094
10.185486,0.151929,0.301264
10.190488,0.152097,0.301379
10.195490,0.152303,0.301551
10.200492,0.152430,0.301667
10.205494,0.127017,0.299075
10.210496,0.127388,0.299180
10.215498,0.127796,0.299339
10.220500,0.128039,0.299445
10.225502,0.128444,0.299605
10.230504,0.128715,0.299713
10.235506,0.129108,0.299875
10.240508,0.129376,0.299983
10.245510,0.129775,0.300147
10.250512,0.130078,0.300257
10.255514,0.130536,0.300422
10.260516,0.130866,0.300533
10.265518,0.131374,0.300700
10.270520,0.131612,0.300812
10.275522,0.132101,0.300981
10.280524,0.132415,0.301094
10.285526,0.132875,0.301265
10.290528,0.133190,0.301379
10.295530,0.133628,0.301552
10.300532,0.133958,0.301667
10.305534,0.112962,0.299076
10.310536,0.113025,0.299181
10.315538,0.113122,0.299339
10.320540,0.113147,0.299445
10.325542,0.113252,0.299606
10.330544,0.113342,0.299713
10.335546,0.113453,0.299875
10.340549,0.113513,0.299984
10.345551,0.113585,0.300147
10.350553,0.113638,0.300257
10.355555,0.113687,0.300422
10.360557,0.113685,0.300533
10.365559,0.113688,0.300700
10.370561,0.113642,0.300812
10.375563,0.113600,0.300981
10.380565,0.113589,0.301094
10.385567,0.113502,0.301265
10.390569,0.113467,0.301379
10.395571,0.113375,0.301552
10.400573,0.113360,0.301667
10.405575,0.134361,0.299076
10.410577,0.134349,0.299181
10.415579,0.134319,0.299339
10.420581,0.134280,0.299446
10.425583,0.134233,0.299606
10.430585,0.134191,0.299713
10.435587,0.134132,0.299875
10.440589,0.134085,0.299984
10.445591,0.134012,0.300147
10.450593,0.133965,0.300257
10.455595,0.133884,0.300422
10.460597,0.133819,0.300533
10.465599,0.133709,0.300700
10.470601,0.133665,0.300812
10.475603,0.133536,0.300981
10.480605,0.133410,0.301095
10.485607,0.133281,0.301265
10.490609,0.133139,0.301380
10.495611,0.132981,0.301552
10.500613,0.132836,0.301668
10.505615,0.104428,0.299076
10.510617,0.104101,0.299181
10.515619,0.103679,0.299340
10.520621,0.103375,0.299446
10.525623,0.102948,0.299606
10.530625,0.102638,0.299714
10.535627,0.102187,0.299875
10.540629,0.101906,0.299984
10.545631,0.101507,0.300148
10.550633,0.101232,0.300257
10.555635,0.100817,0.300423
10.560637,0.100556,0.300534
10.565639,0.100148,0.300701
10.570642,0.099861,0.300813
10.575644,0.099433,0.300982
10.580646,0.099180,0.301095
10.585648,0.098753,0.301265
10.590650,0.098433,0.301380
10.595652,0.098003,0.301552
10.600654,0.097646,0.301668
10.605656,0.172964,0.299076
10.610658,0.173256,0.299181
10.615660,0.173734,0.299340
10.620662,0.174101,0.299446
10.625664,0.174619,0.299606
10.630666,0.174971,0.299714
10.635668,0.175555,0.299876
10.640670,0.175964,0.299984
10.645672,0.176638,0.300148
10.650674,0.177068,0.300258
10.655676,0.177748,0.300423
10.660678,0.178191,0.300534
10.665680,0.178910,0.300701
10.670682,0.179302,0.300813
10.675684,0.180021,0.300982
10.680686,0.180416,0.301095
10.685688,0.181133,0.301266
10.690690,0.181510,0.301380
10.695692,0.182142,0.301553
10.700694,0.182514,0.301668
10.705696,0.147620,0.299076
10.710698,0.147449,0.299182
10.715700,0.147255,0.299340
10.720702,0.147141,0.299446
10.725704,0.146961,0.299607
10.730706,0.146829,0.299714
10.735708,0.146675,0.299876
10.740710,0.146549,0.299985
10.745712,0.146396,0.300148
10.750714,0.146272,0.300258
10.755716,0.146094,0.300423
10.760718,0.145937,0.300534
10.765720,0.145708,0.300701
10.770722,0.145567,0.300813
10.775724,0.145313,0.300982
10.780726,0.145081,0.301095
10.785728,0.144762,0.301266
10.790730,0.144617,0.301380
10.795732,0.144291,0.301553
10.800735,0.144112,0.301668
10.805737,0.161326,0.299077
10.810739,0.161034,0.299182
10.815741,0.160577,0.299340
10.820743,0.160317,0.299447
10.825745,0.159827,0.299607
10.830747,0.159463,0.299714
10.835749,0.158968,0.299876
10.840751,0.158621,0.299985
10.845753,0.158084,0.300148
10.850755,0.157720,0.300258
10.855757,0.157154,0.300423
10.860759,0.156748,0.300534
10.865761,0.156138,0.300701
10.870763,0.155844,0.300813
10.875765,0.155261,0.300982
10.880767,0.154906,0.301096
10.885769,0.154324,0.301266
10.890771,0.153987,0.301381
10.895773,0.153404,0.301553
10.900775,0.152997,0.301669
10.905777,0.187472,0.299077
10.910779,0.187364,0.299182
10.915781,0.186965,0.299341
10.920783,0.186741,0.299447
10.925785,0.186372,0.299607
10.930787,0.186107,0.299715
10.935789,0.185729,0.299876
10.940791,0.185488,0.299985
10.945793,0.185123,0.300149
10.950795,0.184897,0.300258
10.955797,0.184559,0.300424
10.960799,0.184375,0.300535
10.965801,0.184039,0.300702
10.970803,0.183806,0.300814
10.975805,0.183454,0.300983
10.980807,0.183238,0.301096
10.985809,0.182897,0.301266
10.990811,0.182702,0.301381
10.995813,0.182357,0.301553
11.000815,0.182142,0.301669
11.005817,0.212378,0.299077
11.010819,0.212411,0.299182
11.015821,0.212424,0.299341
11.020823,0.212492,0.299447
11.025826,0.212487,0.299607
11.030828,0.212508,0.299715
11.035830,0.212545,0.299877
11.040832,0.212581,0.299985
11.045834,0.212630,0.300149
11.050836,0.212689,0.300259
11.055838,0.212752,0.300424
11.060840,0.212756,0.300535
11.065842,0.212756,0.300702
11.070844,0.212764,0.300814
11.075846,0.212737,0.300983
11.080848,0.212702,0.301096
11.085850,0.212673,0.301267
11.090852,0.212674,0.301381
11.095854,0.212661,0.301553
11.100856,0.212749,0.301669
11.105858,0.212899,0.299077
11.110860,0.212787,0.299183
11.115862,0.212584,0.299341
11.120864,0.212444,0.299447
11.125866,0.212205,0.299608
11.130868,0.212049,0.299715
11.135870,0.211786,0.299877
11.140872,0.211613,0.299985
11.145874,0.211317,0.300149
11.150876,0.211131,0.300259
11.155878,0.210859,0.300424
11.160880,0.210700,0.300535
11.165882,0.210470,0.300702
11.170884,0.210305,0.300814
11.175886,0.210128,0.300983
11.180888,0.209966,0.301096
11.185890,0.209711,0.301267
11.190892,0.209523,0.301381
11.195894,0.209237,0.301554
11.200896,0.209017,0.301669
11.205898,0.153516,0.299078
11.210900,0.153284,0.299183
11.215902,0.152860,0.299341
11.220904,0.152581,0.299448
11.225906,0.152167,0.299608
11.230908,0.151920,0.299715
11.235910,0.151526,0.299877
11.240912,0.151255,0.299986
11.245914,0.150877,0.300149
11.250916,0.150625,0.300259
11.255919,0.150169,0.300424
11.260921,0.149860,0.300535
11.265923,0.149368,0.300702
11.270925,0.149074,0.300814
11.275927,0.148591,0.300983
11.280929,0.148217,0.301096
11.285931,0.147734,0.301267
11.290933,0.147404,0.301381
11.295935,0.146913,0.301554
11.300937,0.146555,0.301669
11.305939,0.163573,0.299078
11.310941,0.163533,0.299183
11.315943,0.163484,0.299341
11.320945,0.163458,0.299448
11.325947,0.163355,0.299608
11.330949,0.163247,0.299715
11.335951,0.163117,0.299877
11.340953,0.163032,0.299986
11.345955,0.162910,0.300149
11.350957,0.162834,0.300259
11.355959,0.162675,0.300424
11.360961,0.162531,0.300535
11.365963,0.162346,0.300702
11.370965,0.162212,0.300814
11.375967,0.161998,0.300983
11.380969,0.161844,0.301097
11.385971,0.161588,0.301267
11.390973,0.161408,0.301382
11.395975,0.161141,0.301554
11.400977,0.160979,0.301670
11.405979,0.191659,0.299078
11.410981,0.191530,0.299183
11.415983,0.191362,0.299342
11.420985,0.191249,0.299448
11.425987,0.191100,0.299608
11.430989,0.191007,0.299715
11.435991,0.190923,0.299877
11.440993,0.190898,0.299986
11.445995,0.190899,0.300150
11.450997,0.190901,0.300259
11.455999,0.190942,0.300425
11.461001,0.190988,0.300536
11.466003,0.191101,0.300703
11.471005,0.191210,0.300815
11.476007,0.191389,0.300984
11.481009,0.191515,0.301097
11.486012,0.191719,0.301267
11.491014,0.191866,0.301382
11.496016,0.192147,0.301554
11.501018,0.192364,0.301670
11.506020,0.179890,0.299078
11.511022,0.180172,0.299183
11.516024,0.180625,0.299342
11.521026,0.180941,0.299448
11.526028,0.181422,0.299608
11.531030,0.181745,0.299716
11.536032,0.182262,0.299878
11.541034,0.182628,0.299986
11.546036,0.183204,0.300150
11.551038,0.183604,0.300259
11.556040,0.184237,0.300425
11.561042,0.184673,0.300536
11.566044,0.185351,0.300703
11.571046,0.185763,0.300815
11.576048,0.186416,0.300984
11.581050,0.186844,0.301097
11.586052,0.187497,0.301268
11.591054,0.187969,0.301382
11.596056,0.188640,0.301554
11.601058,0.189083,0.301670
11.606060,0.189663,0.299078
11.611062,0.190245,0.299183
11.616064,0.191139,0.299342
11.621066,0.191746,0.299448
11.626068,0.192642,0.299608
11.631070,0.193230,0.299716
11.636072,0.194138,0.299878
11.641074,0.194770,0.299986
11.646076,0.195748,0.300150
11.651078,0.196406,0.300260
11.656080,0.197434,0.300425
11.661082,0.198128,0.300536
11.666084,0.199191,0.300703
11.671086,0.199905,0.300815
11.676088,0.200956,0.300984
11.681090,0.201686,0.301097
11.686092,0.202781,0.301268
11.691094,0.203508,0.301382
11.696096,0.204620,0.301555
11.701098,0.205345,0.301670
11.706100,0.165560,0.299078
11.711102,0.166202,0.299184
11.716105,0.167165,0.299342
11.721107,0.167792,0.299448
11.726109,0.168762,0.299609
11.731111,0.169425,0.299716
11.736113,0.170411,0.299878
11.741115,0.171070,0.299986
11.746117,0.172075,0.300150
11.751119,0.172764,0.300260
11.756121,0.173787,0.300425
11.761123,0.174478,0.300536
11.766125,0.175540,0.300703
11.771127,0.176260,0.300815
11.776129,0.177316,0.300984
11.781131,0.177993,0.301097
11.786133,0.179025,0.301268
11.791135,0.179725,0.301382
11.796137,0.180801,0.301555
11.801139,0.181517,0.301670
11.806141,0.160320,0.299079
11.811143,0.160825,0.299184
11.816145,0.161608,0.299342
11.821147,0.162143,0.299449
11.826149,0.163006,0.299609
11.831151,0.163604,0.299716
11.836153,0.164476,0.299878
11.841155,0.165077,0.299987
11.846157,0.166024,0.300150
11.851159,0.166627,0.300260
11.856161,0.167566,0.300425
11.861163,0.168221,0.300536
11.866165,0.169223,0.300703
11.871167,0.169904,0.300815
11.876169,0.170947,0.300984
11.881171,0.171672,0.301097
11.886173,0.172758,0.301268
11.891175,0.173502,0.301382
11.896177,0.174648,0.301555
11.901179,0.175411,0.301670
11.906181,0.124604,0.299079
11.911183,0.125186,0.299184
11.916185,0.126061,0.299342
11.921187,0.126633,0.299449
11.926189,0.127501,0.299609
11.931191,0.128086,0.299716
11.936193,0.128939,0.299878
11.941195,0.129503,0.299987
11.946198,0.130379,0.300150
11.951200,0.130958,0.300260
11.956202,0.131845,0.300425
11.961204,0.132440,0.300536
11.966206,0.133322,0.300703
11.971208,0.133940,0.300815
11.976210,0.134841,0.300984
11.981212,0.135477,0.301098
11.986214,0.136410,0.301268
11.991216,0.137011,0.301383
11.996218,0.137911,0.301555
12.001220,0.138507,0.301671
12.006222,0.122680,0.299079
12.011224,0.123117,0.299184
12.016226,0.123713,0.299343
12.021228,0.124139,0.299449
12.026230,0.124755,0.299609
12.031232,0.125170,0.299716
12.036234,0.125810,0.299878
12.041236,0.126240,0.299987
12.046238,0.126904,0.300151
12.051240,0.127357,0.300260
12.056242,0.128017,0.300426
12.061244,0.128490,0.300536
12.066246,0.129175,0.300704
12.071248,0.129642,0.300816
12.076250,0.130341,0.300985
12.081252,0.130748,0.301098
12.086254,0.131407,0.301268
12.091256,0.131861,0.301383
12.096258,0.132496,0.301555
12.101260,0.132886,0.301671
12.106262,0.070738,0.299079
12.111264,0.070643,0.299184
12.116266,0.070487,0.299343
12.121268,0.070380,0.299449
12.126270,0.070206,0.299609
12.131272,0.070083,0.299717
12.136274,0.069893,0.299879
12.141276,0.069766,0.299987
12.146278,0.069569,0.300151
12.151280,0.069440,0.300260
12.156282,0.069257,0.300426
12.161284,0.069151,0.300537
12.166286,0.068980,0.300704
12.171288,0.068860,0.300816
12.176291,0.068691,0.300985
12.181293,0.068585,0.301098
12.186295,0.068442,0.301268
12.191297,0.068302,0.301383
12.196299,0.068170,0.301555
12.201301,0.068104,0.301671
12.206303,0.105711,0.299079
12.211305,0.106077,0.299184
12.216307,0.106654,0.299343
12.221309,0.107086,0.299449
12.226311,0.107715,0.299609
12.231313,0.108147,0.299717
12.236315,0.108800,0.299879
12.241317,0.109253,0.299987
12.246319,0.109947,0.300151
12.251321,0.110441,0.300261
12.256323,0.111179,0.300426
12.261325,0.111689,0.300537
12.266327,0.112481,0.300704
12.271329,0.112982,0.300816
12.276331,0.113804,0.300985
12.281333,0.114366,0.301098
12.286335,0.115212,0.301269
12.291337,0.115859,0.301383
12.296339,0.116763,0.301555
12.301341,0.117436,0.301671
12.306343,0.114477,0.299079
12.311345,0.115402,0.299184
12.316347,0.116777,0.299343
12.321349,0.117731,0.299449
12.326351,0.119131,0.299609
12.331353,0.120088,0.299717
12.336355,0.121517,0.299879
12.341357,0.122481,0.299987
12.346359,0.123937,0.300151
12.351361,0.124877,0.300261
12.356363,0.126340,0.300426
12.361365,0.127332,0.300537
12.366367,0.128804,0.300704
12.371369,0.129783,0.300816
12.376371,0.131235,0.300985
12.381373,0.132214,0.301098
12.386375,0.133678,0.301269
12.391377,0.134619,0.301383
12.396379,0.136071,0.301556
12.401381,0.137146,0.301671
12.406384,0.073424,0.299079
12.411386,0.073874,0.299185
12.416388,0.074647,0.299343
12.421390,0.075117,0.299449
12.426392,0.075885,0.299610
12.431394,0.076415,0.299717
12.436396,0.077168,0.299879
12.441398,0.077637,0.299987
12.446400,0.078360,0.300151
12.451402,0.078954,0.300261
12.456404,0.079732,0.300426
12.461406,0.080131,0.300537
12.466408,0.080886,0.300704
12.471410,0.081407,0.300816
12.476412,0.082193,0.300985
12.481414,0.082893,0.301098
12.486416,0.083761,0.301269
12.491418,0.084551,0.301383
12.496420,0.085498,0.301556
12.501422,0.086120,0.301671
12.506424,0.074426,0.299080
12.511426,0.074769,0.299185
12.516428,0.075079,0.299343
12.521430,0.075337,0.299450
12.526432,0.075647,0.299610
12.531434,0.075861,0.299717
12.536436,0.076233,0.299879
12.541438,0.076503,0.299988
12.546440,0.076917,0.300151
12.551442,0.077223,0.300261
12.556444,0.077695,0.300426
12.561446,0.078020,0.300537
12.566448,0.078542,0.300704
12.571450,0.078814,0.300816
12.576452,0.079324,0.300985
12.581454,0.079373,0.301098
12.586456,0.079816,0.301269
12.591458,0.080060,0.301383
12.596460,0.080498,0.301556
12.601462,0.080719,0.301671
12.606464,0.077418,0.299080
12.611466,0.077730,0.299185
12.616468,0.078211,0.299343
12.621470,0.078386,0.299450
12.626472,0.078923,0.299610
12.631474,0.079372,0.299717
12.636477,0.079912,0.299879
12.641479,0.080280,0.299988
12.646481,0.080860,0.300151
12.651483,0.081286,0.300261
12.656485,0.081939,0.300426
12.661487,0.082581,0.300537
12.666489,0.083366,0.300704
12.671491,0.083814,0.300816
12.676493,0.084633,0.300985
12.681495,0.085395,0.301098
12.686497,0.086344,0.301269
12.691499,0.086810,0.301383
12.696501,0.087798,0.301556
12.701503,0.088760,0.301672
12.706505,0.083763,0.299080
12.711507,0.083783,0.299185
12.716509,0.084386,0.299344
12.721511,0.084916,0.299450
12.726513,0.085539,0.299610
12.731515,0.085896,0.299717
12.736517,0.086676,0.299879
12.741519,0.087218,0.299988
12.746521,0.088074,0.300151
12.751523,0.088645,0.300261
12.756525,0.089590,0.300427
12.761527,0.090275,0.300537
12.766529,0.091312,0.300705
12.771531,0.091983,0.300817
12.776533,0.093101,0.300985
12.781535,0.093903,0.301099
12.786537,0.095059,0.301269
12.791539,0.095587,0.301384
12.796541,0.096737,0.301556
12.801543,0.097401,0.301672
12.806545,0.074189,0.299080
12.811547,0.074135,0.299185
12.816549,0.073918,0.299344
12.821551,0.073586,0.299450
12.826553,0.073467,0.299610
12.831555,0.073382,0.299717
12.836557,0.073328,0.299879
12.841559,0.073305,0.299988
12.846561,0.073307,0.300152
12.851563,0.073262,0.300261
12.856565,0.073304,0.300427
12.861567,0.073608,0.300537
12.866570,0.073830,0.300705
12.871572,0.073836,0.300817
12.876574,0.074083,0.300986
12.881576,0.074248,0.301099
12.886578,0.074568,0.301269
12.891580,0.074960,0.301384
12.896582,0.075388,0.301556
12.901584,0.075754,0.301672
12.906586,0.093728,0.299080
12.911588,0.093286,0.299185
12.916590,0.092650,0.299344
12.921592,0.092219,0.299450
12.926594,0.091673,0.299610
12.931596,0.091270,0.299718
12.936598,0.090765,0.299880
12.941600,0.090431,0.299988
12.946602,0.089907,0.300152
12.951604,0.089600,0.300261
12.956606,0.089149,0.300427
12.961608,0.088821,0.300538
12.966610,0.088377,0.300705
12.971612,0.088095,0.300817
12.976614,0.087644,0.300986
12.981616,0.087339,0.301099
12.986618,0.086874,0.301269
12.991620,0.086551,0.301384
12.996622,0.086077,0.301556
13.001624,0.085717,0.301672
13.006626,0.109546,0.299080
13.011628,0.109314,0.299185
13.016630,0.108972,0.299344
13.021632,0.108760,0.299450
13.026634,0.108425,0.299610
13.031636,0.108213,0.299718
13.036638,0.107910,0.299880
13.041640,0.107700,0.299988
13.046642,0.107374,0.300152
13.051644,0.107208,0.300261
13.056646,0.106909,0.300427
13.061648,0.106684,0.300538
13.066650,0.106366,0.300705
13.071652,0.106182,0.300817
13.076654,0.105872,0.300986
13.081656,0.105675,0.301099
13.086658,0.105373,0.301270
13.091660,0.105209,0.301384
13.096663,0.104951,0.301556
13.101665,0.104645,0.301672
13.106667,0.084126,0.299080
13.111669,0.083589,0.299185
13.116671,0.082605,0.299344
13.121673,0.081957,0.299450
13.126675,0.080971,0.299610
13.131677,0.080312,0.299718
13.136679,0.079298,0.299880
13.141681,0.078617,0.299988
13.146683,0.077585,0.300152
13.151685,0.076883,0.300262
13.156687,0.075821,0.300427
13.161689,0.075105,0.300538
13.166691,0.074023,0.300705
13.171693,0.073230,0.300817
13.176695,0.072098,0.300986
13.181697,0.071259,0.301099
13.186699,0.070092,0.301270
13.191701,0.069297,0.301384
13.196703,0.068139,0.301557
13.201705,0.067471,0.301672
13.206707,0.089303,0.299080
13.211709,0.089512,0.299186
13.216711,0.089768,0.299344
13.221713,0.089849,0.299450
13.226715,0.090173,0.299611
13.231717,0.090384,0.299718
13.236719,0.090736,0.299880
13.241721,0.090982,0.299988
13.246723,0.091378,0.300152
13.251725,0.091631,0.300262
13.256727,0.092016,0.300427
13.261729,0.092289,0.300538
13.266731,0.092693,0.300705
13.271733,0.092859,0.300817
13.276735,0.093250,0.300986
13.281737,0.093655,0.301099
13.286739,0.094110,0.301270
13.291741,0.094311,0.301384
13.296743,0.094770,0.301557
13.301745,0.095002,0.301672
13.306747,0.115070,0.299080
13.311749,0.115568,0.299186
13.316751,0.116348,0.299344
13.321754,0.116849,0.299450
13.326756,0.117643,0.299611
13.331758,0.118174,0.299718
13.336760,0.118968,0.299880
13.341762,0.119496,0.299989
13.346764,0.120265,0.300152
13.351766,0.120772,0.300262
13.356768,0.121529,0.300427
13.361770,0.122044,0.300538
13.366772,0.122801,0.300705
13.371774,0.123287,0.300817
13.376776,0.124043,0.300986
13.381778,0.124552,0.301099
13.386780,0.125315,0.301270
13.391782,0.125842,0.301384
13.396784,0.126615,0.301557
13.401786,0.127118,0.301672
13.406788,0.111246,0.299081
13.411790,0.111986,0.299186
13.416792,0.112996,0.299344
13.421794,0.113646,0.299451
13.426796,0.114671,0.299611
13.431798,0.115348,0.299718
13.436800,0.116382,0.299880
13.441802,0.117061,0.299989
13.446804,0.118077,0.300152
13.451806,0.118754,0.300262
13.456808,0.119774,0.300427
13.461810,0.120410,0.300538
13.466812,0.121398,0.300705
13.471814,0.122205,0.300817
13.476816,0.123269,0.300986
13.481818,0.124147,0.301099
13.486820,0.125244,0.301270
13.491822,0.126109,0.301384
13.496824,0.127286,0.301557
13.501826,0.127928,0.301672
13.506828,0.128731,0.299081
13.511830,0.128843,0.299186
13.516832,0.129091,0.299344
13.521834,0.129288,0.299451
13.526836,0.129565,0.299611
13.531838,0.129765,0.299718
13.536840,0.130052,0.299880
13.541842,0.130240,0.299989
13.546844,0.130522,0.300152
13.551847,0.130728,0.300262
13.556849,0.131029,0.300427
13.561851,0.131242,0.300538
13.566853,0.131577,0.300705
13.571855,0.131788,0.300817
13.576857,0.132125,0.300986
13.581859,0.132443,0.301099
13.586861,0.132814,0.301270
13.591863,0.133051,0.301384
13.596865,0.133463,0.301557
13.601867,0.133770,0.301673
13.606869,0.112792,0.299081
13.611871,0.113065,0.299186
13.616873,0.113489,0.299345
13.621875,0.113727,0.299451
13.626877,0.114211,0.299611
13.631879,0.114555,0.299718
13.636881,0.115049,0.299880
13.641883,0.115383,0.299989
13.646885,0.115894,0.300152
13.651887,0.116240,0.300262
13.656889,0.116780,0.300427
13.661891,0.117048,0.300538
13.666893,0.117586,0.300705
13.671895,0.118110,0.300817
13.676897,0.118724,0.300986
13.681899,0.119152,0.301100
13.686901,0.119805,0.301270
13.691903,0.120122,0.301385
13.696905,0.120787,0.301557
13.701907,0.121256,0.301673
13.706909,0.098432,0.299081
13.711911,0.098662,0.299186
13.716913,0.098974,0.299345
13.721915,0.099194,0.299451
13.726917,0.099518,0.299611
13.731919,0.099741,0.299718
13.736921,0.100096,0.299880
13.741923,0.100344,0.299989
13.746925,0.100724,0.300153
13.751927,0.100972,0.300262
13.756929,0.101363,0.300428
13.761931,0.101651,0.300538
13.766933,0.102077,0.300706
13.771935,0.102359,0.300818
13.776937,0.102800,0.300986
13.781940,0.103098,0.301100
13.786942,0.103559,0.301270
13.791944,0.103868,0.301385
13.796946,0.104379,0.301557
13.801948,0.104738,0.301673
13.806950,0.120158,0.299081
13.811952,0.120707,0.299186
13.816954,0.121515,0.299345
13.821956,0.122061,0.299451
13.826958,0.122881,0.299611
13.831960,0.123423,0.299719
13.836962,0.124233,0.299880
13.841964,0.124775,0.299989
13.846966,0.125587,0.300153
13.851968,0.126111,0.300262
13.856970,0.126930,0.300428
13.861972,0.127469,0.300539
13.866974,0.128270,0.300706
13.871976,0.128741,0.300818
13.876978,0.129544,0.300987
13.881980,0.130167,0.301100
13.886982,0.130996,0.301270
13.891984,0.131600,0.301385
13.896986,0.132454,0.301557
13.901988,0.133082,0.301673
13.906990,0.108621,0.299081
13.911992,0.108995,0.299186
13.916994,0.109402,0.299345
13.921996,0.109714,0.299451
13.926998,0.110090,0.299611
13.932000,0.110333,0.299719
