time, Quad.Est.E.Pos, Quad.Est.S.Z
4.624847,0.074308,0.299576
4.629847,0.074541,0.299684
4.634847,0.074915,0.299846
4.639846,0.075165,0.299954
4.644846,0.075528,0.300118
4.649846,0.075748,0.300228
4.654845,0.076056,0.300393
4.659845,0.076058,0.300504
4.664845,0.076243,0.300672
4.669844,0.076233,0.300784
4.674844,0.076339,0.300953
4.679843,0.076516,0.301066
4.684843,0.076620,0.301237
4.689843,0.076716,0.301351
4.694842,0.076797,0.301524
4.699842,0.076973,0.301639
4.704842,0.055913,0.299047
4.709841,0.055873,0.299152
4.714841,0.056151,0.299311
4.719841,0.056359,0.299417
4.724840,0.056624,0.299577
4.729840,0.056827,0.299685
4.734839,0.057076,0.299847
4.739839,0.057253,0.299955
4.744839,0.057512,0.300119
4.749838,0.057714,0.300229
4.754838,0.058014,0.300394
4.759838,0.058163,0.300505
4.764837,0.058466,0.300672
4.769837,0.058585,0.300784
4.774837,0.058953,0.300953
4.779836,0.059324,0.301067
4.784836,0.059788,0.301237
4.789835,0.060119,0.301352
4.794835,0.060635,0.301524
4.799835,0.061162,0.301640
4.804834,0.062138,0.299048
4.809834,0.062497,0.299153
4.814834,0.062828,0.299312
4.819833,0.063040,0.299418
4.824833,0.063322,0.299578
4.829833,0.063548,0.299686
4.834832,0.063786,0.299848
4.839832,0.063938,0.299956
4.844831,0.064150,0.300120
4.849831,0.064279,0.300230
4.854831,0.064462,0.300395
4.859830,0.064655,0.300506
4.864830,0.064813,0.300673
4.869830,0.064813,0.300785
4.874829,0.064933,0.300954
4.879829,0.064920,0.301068
4.884829,0.064982,0.301238
4.889828,0.064994,0.301353
4.894828,0.065019,0.301525
4.899827,0.065091,0.301641
4.904827,0.120384,0.299049
4.909827,0.120809,0.299154
4.914826,0.121384,0.299313
4.919826,0.121678,0.299419
4.924826,0.122215,0.299579
4.929825,0.122543,0.299687
4.934825,0.123012,0.299849
4.939825,0.123341,0.299957
4.944824,0.123846,0.300121
4.949824,0.124194,0.300231
4.954823,0.124753,0.300396
4.959823,0.125124,0.300507
4.964823,0.125697,0.300674
4.969822,0.126053,0.300786
4.974822,0.126618,0.300955
4.979822,0.126978,0.301069
4.984821,0.127647,0.301239
4.989821,0.128138,0.301354
4.994821,0.128830,0.301526
4.999820,0.129311,0.301642
5.004820,0.110564,0.299050
5.009820,0.110900,0.299155
5.014819,0.111525,0.299314
5.019819,0.111940,0.299420
5.024818,0.112572,0.299580
5.029818,0.113009,0.299688
5.034818,0.113616,0.299850
5.039817,0.114006,0.299958
5.044817,0.114575,0.300122
5.049817,0.114961,0.300232
5.054816,0.115471,0.300397
5.059816,0.115750,0.300508
5.064816,0.116205,0.300675
5.069815,0.116477,0.300787
5.074815,0.116888,0.300956
5.079814,0.117203,0.301069
5.084814,0.117650,0.301240
5.089814,0.117935,0.301355
5.094813,0.118245,0.301527
5.099813,0.118461,0.301643
5.104813,0.132918,0.299051
5.109812,0.133384,0.299156
5.114812,0.134057,0.299314
5.119812,0.134562,0.299421
5.124811,0.135156,0.299581
5.129811,0.135536,0.299689
5.134810,0.136109,0.299851
5.139810,0.136500,0.299959
5.144810,0.137001,0.300123
5.149809,0.137316,0.300233
5.154809,0.137761,0.300398
5.159809,0.138044,0.300509
5.164808,0.138456,0.300676
5.169808,0.138715,0.300788
5.174808,0.139077,0.300957
5.179807,0.139262,0.301070
5.184807,0.139531,0.301241
5.189806,0.139720,0.301356
5.194806,0.139954,0.301528
5.199806,0.140077,0.301644
5.204805,0.090362,0.299052
5.209805,0.090405,0.299157
5.214805,0.090349,0.299315
5.219804,0.090290,0.299422
5.224804,0.090174,0.299582
5.229804,0.090069,0.299690
5.234803,0.089929,0.299852
5.239803,0.089813,0.299960
5.244802,0.089599,0.300124
5.249802,0.089424,0.300234
5.254802,0.089136,0.300399
5.259801,0.088843,0.300510
5.264801,0.088467,0.300677
5.269801,0.088244,0.300789
5.274800,0.087874,0.300958
5.279800,0.087645,0.301071
5.284800,0.087280,0.301242
5.289799,0.087083,0.301356
5.294799,0.086701,0.301529
5.299798,0.086475,0.301645
5.304798,0.074383,0.299053
5.309798,0.074054,0.299158
5.314797,0.073521,0.299316
5.319797,0.073153,0.299423
5.324797,0.072582,0.299583
5.329796,0.072185,0.299690
5.334796,0.071548,0.299852
5.339796,0.071109,0.299961
5.344795,0.070422,0.300125
5.349795,0.070007,0.300234
5.354795,0.069295,0.300400
5.359794,0.068783,0.300511
5.364794,0.068028,0.300678
5.369793,0.067450,0.300790
5.374793,0.066642,0.300959
5.379793,0.066165,0.301072
5.384792,0.065347,0.301243
5.389792,0.064785,0.301357
5.394792,0.063965,0.301530
5.399791,0.063446,0.301645
5.404791,0.091791,0.299053
5.409791,0.091355,0.299159
5.414790,0.090795,0.299317
5.419790,0.090402,0.299423
5.424789,0.089816,0.299584
5.429789,0.089414,0.299691
5.434789,0.088853,0.299853
5.439788,0.088474,0.299962
5.444788,0.087892,0.300125
5.449788,0.087504,0.300235
5.454787,0.086897,0.300401
5.459787,0.086486,0.300511
5.464787,0.085855,0.300679
5.469786,0.085449,0.300791
5.474786,0.084840,0.300960
5.479785,0.084428,0.301073
5.484785,0.083817,0.301243
5.489785,0.083411,0.301358
5.494784,0.082796,0.301530
5.499784,0.082391,0.301646
5.504784,0.086783,0.299054
5.509783,0.086495,0.299159
5.514783,0.086124,0.299318
5.519783,0.085889,0.299424
5.524782,0.085529,0.299585
5.529782,0.085288,0.299692
5.534781,0.084919,0.299854
5.539781,0.084709,0.299962
5.544781,0.084377,0.300126
5.549780,0.084134,0.300236
5.554780,0.083776,0.300401
5.559780,0.083484,0.300512
5.564779,0.083105,0.300679
5.569779,0.082963,0.300791
5.574779,0.082622,0.300960
5.579778,0.082452,0.301073
5.584778,0.082148,0.301244
5.589777,0.081888,0.301359
5.594777,0.081573,0.301531
5.599777,0.081350,0.301647
5.604776,0.114671,0.299055
5.609776,0.115037,0.299160
5.614776,0.115615,0.299319
5.619775,0.116002,0.299425
5.624775,0.116600,0.299585
5.629775,0.117010,0.299693
5.634774,0.117650,0.299855
5.639774,0.118089,0.299963
5.644773,0.118752,0.300127
5.649773,0.119232,0.300237
5.654773,0.119932,0.300402
5.659772,0.120313,0.300513
5.664772,0.121007,0.300680
5.669772,0.121382,0.300792
5.674771,0.122056,0.300961
5.679771,0.122441,0.301074
5.684771,0.123135,0.301245
5.689770,0.123733,0.301359
5.694770,0.124498,0.301532
5.699769,0.125180,0.301647
5.704769,0.125550,0.299056
5.709769,0.125961,0.299161
5.714768,0.126634,0.299319
5.719768,0.127111,0.299426
5.724768,0.127820,0.299586
5.729767,0.128333,0.299693
5.734767,0.129111,0.299855
5.739767,0.129636,0.299964
5.744766,0.130440,0.300128
5.749766,0.130978,0.300237
5.754766,0.131810,0.300403
5.759765,0.132392,0.300513
5.764765,0.133240,0.300681
5.769764,0.133828,0.300793
5.774764,0.134722,0.300962
5.779764,0.135265,0.301075
5.784763,0.136167,0.301245
5.789763,0.136849,0.301360
5.794763,0.137818,0.301532
5.799762,0.138664,0.301648
5.804762,0.110053,0.299056
5.809762,0.110389,0.299161
5.814761,0.110904,0.299320
5.819761,0.111277,0.299426
5.824760,0.111786,0.299587
5.829760,0.112142,0.299694
5.834760,0.112648,0.299856
5.839759,0.112990,0.299964
5.844759,0.113512,0.300128
5.849759,0.113861,0.300238
5.854758,0.114402,0.300403
5.859758,0.114738,0.300514
5.864758,0.115246,0.300681
5.869757,0.115620,0.300793
5.874757,0.116160,0.300962
5.879756,0.116477,0.301075
5.884756,0.117001,0.301246
5.889756,0.117293,0.301360
5.894755,0.117812,0.301533
5.899755,0.118162,0.301649
5.904755,0.106356,0.299057
5.909754,0.106138,0.299162
5.914754,0.105801,0.299321
5.919754,0.105552,0.299427
5.924753,0.105183,0.299587
5.929753,0.104918,0.299695
5.934752,0.104550,0.299856
5.939752,0.104300,0.299965
5.944752,0.103922,0.300129
5.949751,0.103675,0.300238
5.954751,0.103314,0.300404
5.959751,0.103084,0.300515
5.964750,0.102726,0.300682
5.969750,0.102480,0.300794
5.974750,0.102118,0.300963
5.979749,0.101876,0.301076
5.984749,0.101494,0.301247
5.989748,0.101239,0.301361
5.994748,0.100857,0.301534
5.999748,0.100610,0.301649
6.004747,0.134944,0.299057
6.009747,0.134648,0.299163
6.014747,0.134224,0.299321
6.019746,0.133967,0.299428
6.024746,0.133556,0.299588
6.029746,0.133293,0.299695
6.034745,0.132925,0.299857
6.039745,0.132698,0.299966
6.044744,0.132392,0.300129
6.049744,0.132195,0.300239
6.054744,0.131900,0.300404
6.059743,0.131667,0.300515
6.064743,0.131349,0.300682
6.069743,0.131135,0.300794
6.074742,0.130846,0.300963
6.079742,0.130602,0.301077
6.084742,0.130278,0.301247
6.089741,0.130013,0.301362
6.094741,0.129695,0.301534
6.099741,0.129576,0.301650
6.104740,0.094467,0.299058
6.109740,0.094142,0.299163
6.114739,0.093453,0.299322
6.119739,0.093008,0.299428
6.124739,0.092288,0.299588
6.129738,0.091782,0.299696
6.134738,0.091022,0.299858
6.139738,0.090519,0.299966
6.144737,0.089747,0.300130
6.149737,0.089264,0.300240
6.154737,0.088490,0.300405
6.159736,0.088064,0.300516
6.164736,0.087301,0.300683
6.169735,0.086928,0.300795
6.174735,0.086205,0.300964
6.179735,0.085667,0.301077
6.184734,0.084950,0.301248
6.189734,0.084475,0.301362
6.194734,0.083769,0.301535
6.199733,0.083299,0.301650
6.204733,0.087860,0.299059
6.209733,0.088049,0.299164
6.214732,0.088063,0.299322
6.219732,0.088059,0.299429
6.224731,0.088082,0.299589
6.229731,0.088110,0.299696
6.234731,0.088112,0.299858
6.239730,0.088127,0.299967
6.244730,0.088147,0.300131
6.249730,0.088137,0.300240
6.254729,0.088110,0.300406
6.259729,0.088094,0.300516
6.264729,0.088086,0.300684
6.269728,0.088116,0.300796
6.274728,0.088163,0.300965
6.279727,0.088223,0.301078
6.284727,0.088323,0.301248
6.289727,0.088413,0.301363
6.294726,0.088455,0.301535
6.299726,0.088508,0.301651
6.304726,0.089904,0.299059
6.309725,0.090103,0.299164
6.314725,0.090241,0.299323
6.319725,0.090368,0.299429
6.324724,0.090482,0.299590
6.329724,0.090590,0.299697
6.334723,0.090728,0.299859
6.339723,0.090765,0.299967
6.344723,0.090836,0.300131
6.349722,0.090956,0.300241
6.354722,0.091081,0.300406
6.359722,0.091281,0.300517
6.364721,0.091445,0.300684
6.369721,0.091498,0.300796
6.374721,0.091664,0.300965
6.379720,0.091719,0.301078
6.384720,0.091881,0.301249
6.389719,0.092175,0.301363
6.394719,0.092390,0.301536
6.399719,0.092656,0.301651
6.404718,0.086017,0.299060
6.409718,0.086092,0.299165
6.414718,0.086128,0.299324
6.419717,0.086034,0.299430
6.424717,0.086116,0.299590
6.429717,0.086221,0.299698
6.434716,0.086268,0.299859
6.439716,0.086298,0.299968
6.444715,0.086335,0.300132
6.449715,0.086346,0.300241
6.454715,0.086405,0.300407
6.459714,0.086436,0.300518
6.464714,0.086553,0.300685
6.469714,0.086632,0.300797
6.474713,0.086773,0.300966
6.479713,0.086963,0.301079
6.484713,0.087156,0.301250
6.489712,0.087369,0.301364
6.494712,0.087572,0.301536
6.499712,0.087880,0.301652
6.504711,0.073950,0.299060
6.509711,0.074126,0.299166
6.514710,0.074400,0.299324
6.519710,0.074707,0.299430
6.524710,0.075016,0.299591
6.529709,0.075298,0.299698
6.534709,0.075575,0.299860
6.539709,0.075754,0.299969
6.544708,0.076024,0.300132
6.549708,0.076274,0.300242
6.554708,0.076619,0.300407
6.559707,0.076862,0.300518
6.564707,0.077188,0.300685
6.569706,0.077413,0.300797
6.574706,0.077741,0.300966
6.579706,0.077965,0.301079
6.584705,0.078318,0.301250
6.589705,0.078536,0.301364
6.594705,0.078907,0.301537
6.599704,0.078984,0.301652
6.604704,0.086967,0.299061
6.609704,0.086808,0.299166
6.614703,0.086902,0.299325
6.619703,0.087037,0.299431
6.624702,0.087153,0.299591
6.629702,0.087288,0.299699
6.634702,0.087415,0.299860
6.639701,0.087503,0.299969
6.644701,0.087634,0.300133
6.649701,0.087730,0.300242
6.654700,0.087882,0.300408
6.659700,0.088005,0.300519
6.664700,0.088176,0.300686
6.669699,0.088241,0.300798
6.674699,0.088380,0.300967
6.679698,0.088679,0.301080
6.684698,0.088873,0.301251
6.689698,0.089160,0.301365
6.694697,0.089431,0.301537
6.699697,0.089817,0.301653
6.704697,0.102866,0.299061
6.709696,0.102947,0.299167
6.714696,0.102917,0.299325
6.719696,0.102934,0.299431
6.724695,0.102860,0.299592
6.729695,0.102825,0.299699
6.734694,0.102763,0.299861
6.739694,0.102714,0.299969
6.744694,0.102608,0.300133
6.749693,0.102538,0.300243
6.754693,0.102442,0.300408
6.759693,0.102402,0.300519
6.764692,0.102287,0.300686
6.769692,0.102196,0.300798
6.774692,0.102078,0.300967
6.779691,0.101865,0.301080
6.784691,0.101718,0.301251
6.789690,0.101747,0.301365
6.794690,0.101600,0.301538
6.799690,0.101587,0.301653
6.804689,0.063906,0.299062
6.809689,0.063797,0.299167
6.814689,0.063502,0.299326
6.819688,0.063085,0.299432
6.824688,0.062809,0.299592
6.829688,0.062624,0.299700
6.834687,0.062299,0.299861
6.839687,0.062055,0.299970
6.844687,0.061652,0.300134
6.849686,0.061335,0.300243
6.854686,0.060877,0.300409
6.859685,0.060581,0.300520
6.864685,0.060086,0.300687
6.869685,0.059730,0.300799
6.874684,0.059195,0.300968
6.879684,0.058807,0.301081
6.884684,0.058228,0.301252
6.889683,0.057731,0.301366
6.894683,0.057108,0.301538
6.899683,0.056647,0.301654
6.904682,0.069202,0.299062
6.909682,0.068899,0.299168
6.914681,0.068424,0.299326
6.919681,0.068117,0.299432
6.924681,0.067615,0.299593
6.929680,0.067278,0.299700
6.934680,0.066769,0.299862
6.939680,0.066429,0.299971
6.944679,0.065933,0.300134
6.949679,0.065608,0.300244
6.954679,0.065116,0.300409
6.959678,0.064788,0.300520
6.964678,0.064311,0.300687
6.969677,0.064003,0.300799
6.974677,0.063526,0.300968
6.979677,0.063214,0.301081
6.984676,0.062710,0.301252
6.989676,0.062373,0.301366
6.994676,0.061857,0.301539
6.999675,0.061476,0.301654
7.004675,0.085242,0.299063
7.009675,0.085200,0.299168
7.014674,0.085168,0.299327
7.019674,0.085161,0.299433
7.024673,0.085151,0.299593
7.029673,0.085158,0.299700
7.034673,0.085199,0.299862
7.039672,0.085228,0.299971
7.044672,0.085220,0.300135
7.049672,0.085211,0.300244
7.054671,0.085216,0.300410
7.059671,0.085246,0.300521
7.064671,0.085314,0.300688
7.069670,0.085366,0.300800
7.074670,0.085455,0.300969
7.079669,0.085514,0.301082
7.084669,0.085607,0.301252
7.089669,0.085692,0.301367
7.094668,0.085856,0.301539
7.099668,0.085983,0.301655
7.104668,0.075547,0.299063
7.109667,0.075234,0.299168
7.114667,0.074738,0.299327
7.119667,0.074401,0.299433
7.124666,0.073928,0.299594
7.129666,0.073620,0.299701
7.134665,0.073140,0.299863
7.139665,0.072811,0.299971
7.144665,0.072295,0.300135
7.149664,0.071944,0.300245
7.154664,0.071384,0.300410
7.159664,0.071010,0.300521
7.164663,0.070434,0.300688
7.169663,0.070041,0.300800
7.174663,0.069430,0.300969
7.179662,0.069021,0.301082
7.184662,0.068371,0.301253
7.189662,0.067926,0.301367
7.194661,0.067283,0.301540
7.199661,0.066844,0.301655
7.204660,0.110158,0.299064
7.209660,0.110112,0.299169
7.214660,0.110113,0.299328
7.219659,0.110012,0.299434
7.224659,0.110084,0.299594
7.229659,0.110122,0.299701
7.234658,0.110182,0.299863
7.239658,0.110207,0.299972
7.244658,0.110273,0.300136
7.249657,0.110343,0.300245
7.254657,0.110492,0.300411
7.259656,0.110514,0.300521
7.264656,0.110679,0.300689
7.269656,0.110863,0.300801
7.274655,0.111077,0.300970
7.279655,0.111233,0.301083
7.284655,0.111432,0.301253
7.289654,0.111520,0.301368
7.294654,0.111713,0.301540
7.299654,0.111829,0.301656
7.304653,0.080680,0.299064
7.309653,0.080851,0.299169
7.314652,0.081154,0.299328
7.319652,0.081358,0.299434
7.324652,0.081653,0.299595
7.329651,0.081816,0.299702
7.334651,0.082069,0.299864
7.339651,0.082243,0.299972
7.344650,0.082451,0.300136
7.349650,0.082571,0.300246
7.354650,0.082781,0.300411
7.359649,0.082909,0.300522
7.364649,0.083133,0.300689
7.369648,0.083291,0.300801
7.374648,0.083523,0.300970
7.379648,0.083675,0.301083
7.384647,0.083893,0.301254
7.389647,0.084084,0.301368
7.394647,0.084376,0.301541
7.399646,0.084577,0.301656
7.404646,0.062711,0.299065
7.409646,0.062761,0.299170
7.414645,0.062881,0.299328
7.419645,0.062969,0.299435
7.424644,0.063056,0.299595
7.429644,0.063123,0.299702
7.434644,0.063219,0.299864
7.439643,0.063236,0.299973
7.444643,0.063236,0.300137
7.449643,0.063206,0.300246
7.454642,0.063175,0.300412
7.459642,0.063117,0.300522
7.464642,0.063035,0.300690
7.469641,0.063037,0.300802
7.474641,0.062946,0.300970
7.479640,0.062884,0.301084
7.484640,0.062781,0.301254
7.489640,0.062726,0.301369
7.494639,0.062574,0.301541
7.499639,0.062487,0.301657
7.504639,0.070630,0.299065
7.509638,0.070626,0.299170
7.514638,0.070585,0.299329
7.519638,0.070539,0.299435
7.524637,0.070521,0.299595
7.529637,0.070522,0.299703
7.534636,0.070534,0.299865
7.539636,0.070535,0.299973
7.544636,0.070551,0.300137
7.549635,0.070562,0.300247
7.554635,0.070572,0.300412
7.559635,0.070583,0.300523
7.564634,0.070586,0.300690
7.569634,0.070567,0.300802
7.574634,0.070515,0.300971
7.579633,0.070486,0.301084
7.584633,0.070517,0.301255
7.589633,0.070503,0.301369
7.594632,0.070491,0.301542
7.599632,0.070449,0.301657
7.604631,0.116268,0.299066
7.609631,0.116341,0.299171
7.614631,0.116467,0.299329
7.619630,0.116519,0.299436
7.624630,0.116575,0.299596
7.629630,0.116611,0.299703
7.634629,0.116677,0.299865
7.639629,0.116719,0.299974
7.644629,0.116789,0.300137
7.649628,0.116853,0.300247
7.654628,0.116945,0.300412
7.659627,0.116993,0.300523
7.664627,0.117018,0.300691
7.669627,0.117007,0.300802
7.674626,0.116956,0.300971
7.679626,0.116941,0.301085
7.684626,0.116912,0.301255
7.689625,0.116866,0.301370
7.694625,0.116843,0.301542
7.699625,0.116824,0.301658
7.704624,0.108665,0.299066
7.709624,0.108351,0.299171
7.714623,0.107869,0.299330
7.719623,0.107446,0.299436
7.724623,0.106945,0.299596
7.729622,0.106634,0.299704
7.734622,0.106132,0.299866
7.739622,0.105799,0.299974
7.744621,0.105288,0.300138
7.749621,0.104948,0.300248
7.754621,0.104446,0.300413
7.759620,0.104132,0.300524
7.764620,0.103595,0.300691
7.769619,0.103230,0.300803
7.774619,0.102672,0.300972
7.779619,0.102338,0.301085
7.784618,0.101765,0.301256
7.789618,0.101392,0.301370
7.794618,0.100814,0.301543
7.799617,0.100417,0.301658
7.804617,0.128529,0.299067
7.809617,0.128216,0.299172
7.814616,0.127735,0.299330
7.819616,0.127409,0.299437
7.824615,0.126895,0.299597
7.829615,0.126570,0.299704
7.834615,0.126100,0.299866
7.839614,0.125770,0.299975
7.844614,0.125276,0.300138
7.849614,0.124945,0.300248
7.854613,0.124411,0.300413
7.859613,0.124040,0.300524
7.864613,0.123477,0.300691
7.869612,0.123100,0.300803
7.874612,0.122533,0.300972
7.879611,0.122145,0.301086
7.884611,0.121596,0.301256
7.889611,0.121233,0.301371
7.894610,0.120698,0.301543
7.899610,0.120364,0.301659
7.904610,0.144453,0.299067
7.909609,0.144178,0.299172
7.914609,0.143753,0.299331
7.919609,0.143472,0.299437
7.924608,0.143085,0.299597
7.929608,0.142835,0.299705
7.934608,0.142504,0.299867
7.939607,0.142286,0.299975
7.944607,0.141999,0.300139
7.949606,0.141823,0.300248
7.954606,0.141579,0.300414
7.959606,0.141410,0.300525
7.964605,0.141169,0.300692
7.969605,0.140996,0.300804
7.974605,0.140755,0.300973
7.979604,0.140612,0.301086
7.984604,0.140355,0.301257
7.989604,0.140147,0.301371
7.994603,0.139874,0.301543
7.999603,0.139691,0.301659
8.004604,0.228047,0.299067
8.009606,0.228163,0.299173
8.014608,0.228286,0.299331
8.019610,0.228365,0.299437
8.024612,0.228499,0.299598
8.029614,0.228604,0.299705
8.034616,0.228780,0.299867
8.039618,0.228916,0.299976
8.044621,0.229074,0.300139
8.049623,0.229156,0.300249
8.054625,0.229234,0.300414
8.059627,0.229270,0.300525
8.064629,0.229257,0.300692
8.069631,0.229259,0.300804
8.074633,0.229248,0.300973
8.079635,0.229268,0.301086
8.084637,0.229256,0.301257
8.089639,0.229243,0.301371
8.094641,0.229186,0.301544
8.099643,0.229136,0.301659
8.104645,0.190561,0.299068
8.109647,0.190342,0.299173
8.114649,0.190006,0.299332
8.119651,0.189803,0.299438
8.124653,0.189496,0.299598
8.129655,0.189280,0.299706
8.134657,0.188947,0.299867
8.139659,0.188718,0.299976
8.144661,0.188356,0.300140
8.149663,0.188092,0.300249
8.154665,0.187677,0.300415
8.159667,0.187405,0.300526
8.164669,0.187002,0.300693
8.169671,0.186760,0.300805
8.174673,0.186354,0.300974
8.179675,0.186092,0.301087
8.184677,0.185706,0.301257
8.189679,0.185474,0.301372
8.194681,0.185079,0.301544
8.199683,0.184846,0.301660
8.204685,0.132146,0.299068
8.209687,0.131787,0.299174
8.214689,0.131336,0.299332
8.219691,0.131025,0.299438
8.224693,0.130547,0.299599
8.229695,0.130250,0.299706
8.234697,0.129835,0.299868
8.239699,0.129580,0.299976
8.244701,0.129159,0.300140
8.249703,0.128871,0.300250
8.254705,0.128447,0.300415
8.259707,0.128214,0.300526
8.264709,0.127861,0.300693
8.269711,0.127527,0.300805
8.274714,0.127143,0.300974
8.279716,0.126881,0.301087
8.284718,0.126452,0.301258
8.289720,0.126180,0.301372
8.294722,0.125766,0.301545
8.299724,0.125489,0.301660
8.304726,0.116512,0.299069
8.309728,0.116328,0.299174
8.314730,0.115993,0.299332
8.319732,0.115772,0.299439
8.324734,0.115412,0.299599
8.329736,0.115171,0.299706
8.334738,0.114795,0.299868
8.339740,0.114564,0.299977
8.344742,0.114252,0.300141
8.349744,0.114068,0.300250
8.354746,0.113766,0.300416
8.359748,0.113593,0.300526
8.364750,0.113327,0.300694
8.369752,0.113159,0.300806
8.374754,0.112889,0.300974
8.379756,0.112662,0.301088
8.384758,0.112361,0.301258
8.389760,0.112148,0.301373
8.394762,0.111860,0.301545
8.399764,0.111660,0.301661
8.404766,0.101552,0.299069
8.409768,0.101574,0.299174
8.414770,0.101613,0.299333
8.419772,0.101700,0.299439
8.424774,0.101721,0.299599
8.429776,0.101745,0.299707
8.434778,0.101807,0.299869
8.439780,0.101837,0.299977
8.444782,0.101844,0.300141
8.449784,0.101866,0.300251
8.454786,0.101931,0.300416
8.459788,0.101976,0.300527
8.464790,0.102022,0.300694
8.469792,0.102051,0.300806
8.474794,0.102099,0.300975
8.479796,0.102132,0.301088
8.484798,0.102207,0.301259
8.489800,0.102273,0.301373
8.494802,0.102380,0.301546
8.499804,0.102472,0.301661
8.504807,0.113512,0.299070
8.509809,0.113548,0.299175
8.514811,0.113575,0.299333
8.519813,0.113595,0.299440
8.524815,0.113620,0.299600
8.529817,0.113655,0.299707
8.534819,0.113678,0.299869
8.539821,0.113680,0.299978
8.544823,0.113690,0.300141
8.549825,0.113723,0.300251
8.554827,0.113748,0.300416
8.559829,0.113776,0.300527
8.564831,0.113848,0.300694
8.569833,0.113907,0.300806
8.574835,0.113998,0.300975
8.579837,0.114053,0.301088
8.584839,0.114168,0.301259
8.589841,0.114237,0.301374
8.594843,0.114357,0.301546
8.599845,0.114467,0.301662
8.604847,0.172725,0.299070
8.609849,0.173047,0.299175
8.614851,0.173538,0.299334
8.619853,0.173861,0.299440
8.624855,0.174355,0.299600
8.629857,0.174683,0.299708
8.634859,0.175198,0.299870
8.639861,0.175568,0.299978
8.644863,0.176108,0.300142
8.649865,0.176457,0.300251
8.654867,0.176992,0.300417
8.659869,0.177383,0.300528
8.664871,0.177974,0.300695
8.669873,0.178345,0.300807
8.674875,0.178911,0.300976
8.679877,0.179292,0.301089
8.684879,0.179849,0.301260
8.689881,0.180202,0.301374
8.694883,0.180721,0.301546
8.699885,0.181057,0.301662
8.704887,0.194264,0.299070
8.709889,0.194541,0.299176
8.714891,0.194933,0.299334
8.719893,0.195192,0.299440
8.724895,0.195590,0.299601
8.729897,0.195849,0.299708
8.734900,0.196216,0.299870
8.739902,0.196459,0.299978
8.744904,0.196809,0.300142
8.749906,0.197039,0.300252
8.754908,0.197398,0.300417
8.759910,0.197631,0.300528
8.764912,0.197963,0.300695
8.769914,0.198181,0.300807
8.774916,0.198520,0.300976
8.779918,0.198741,0.301089
8.784920,0.199096,0.301260
8.789922,0.199367,0.301374
8.794924,0.199753,0.301547
8.799926,0.199994,0.301662
8.804928,0.181349,0.299071
8.809930,0.181644,0.299176
8.814932,0.182120,0.299334
8.819934,0.182446,0.299441
8.824936,0.182984,0.299601
8.829938,0.183342,0.299708
8.834940,0.183868,0.299870
8.839942,0.184230,0.299979
8.844944,0.184798,0.300142
8.849946,0.185170,0.300252
8.854948,0.185696,0.300418
8.859950,0.186032,0.300528
8.864952,0.186551,0.300696
8.869954,0.186898,0.300808
8.874956,0.187431,0.300976
8.879958,0.187780,0.301090
8.884960,0.188310,0.301260
8.889962,0.188646,0.301375
8.894964,0.189191,0.301547
8.899966,0.189523,0.301663
8.904968,0.161502,0.299071
8.909970,0.161662,0.299176
8.914972,0.161939,0.299335
8.919974,0.162107,0.299441
8.924976,0.162345,0.299601
8.929978,0.162513,0.299709
8.934980,0.162806,0.299871
8.939982,0.162997,0.299979
8.944984,0.163302,0.300143
8.949986,0.163515,0.300253
8.954988,0.163826,0.300418
8.959991,0.164048,0.300529
8.964993,0.164378,0.300696
8.969995,0.164633,0.300808
8.974997,0.164988,0.300977
8.979999,0.165220,0.301090
8.985001,0.165552,0.301261
8.990003,0.165745,0.301375
8.995005,0.166072,0.301548
9.000007,0.166253,0.301663
9.005009,0.112671,0.299072
9.010011,0.112592,0.299177
9.015013,0.112606,0.299335
9.020015,0.112592,0.299441
9.025017,0.112580,0.299602
9.030019,0.112598,0.299709
9.035021,0.112614,0.299871
9.040023,0.112633,0.299980
9.045025,0.112728,0.300143
9.050027,0.112801,0.300253
9.055029,0.112906,0.300418
9.060031,0.112965,0.300529
9.065033,0.113046,0.300696
9.070035,0.113133,0.300808
9.075037,0.113257,0.300977
9.080039,0.113382,0.301090
9.085041,0.113560,0.301261
9.090043,0.113676,0.301375
9.095045,0.113871,0.301548
9.100047,0.114015,0.301663
9.105049,0.156758,0.299072
9.110051,0.156851,0.299177
9.115053,0.157158,0.299336
9.120055,0.157400,0.299442
9.125057,0.157727,0.299602
9.130059,0.157999,0.299709
9.135061,0.158367,0.299871
9.140063,0.158580,0.299980
9.145065,0.158885,0.300144
9.150067,0.159088,0.300253
9.155069,0.159384,0.300419
9.160071,0.159603,0.300530
9.165073,0.159942,0.300697
9.170075,0.160184,0.300809
9.175077,0.160611,0.300978
9.180079,0.160873,0.301091
9.185081,0.161294,0.301261
9.190084,0.161581,0.301376
9.195086,0.162042,0.301548
9.200088,0.162342,0.301664
9.205090,0.146998,0.299072
9.210092,0.147461,0.299177
9.215094,0.148054,0.299336
9.220096,0.148470,0.299442
9.225098,0.149141,0.299602
9.230100,0.149618,0.299710
9.235102,0.150347,0.299872
9.240104,0.150838,0.299980
9.245106,0.151585,0.300144
9.250108,0.152098,0.300254
9.255110,0.152821,0.300419
9.260112,0.153341,0.300530
9.265114,0.154076,0.300697
9.270116,0.154591,0.300809
9.275118,0.155369,0.300978
