time, Sim.DrawTime
1.144997,4.077000
1.149998,4.077000
1.154998,2.765000
1.159998,2.765000
1.164998,2.765000
1.169999,2.765000
1.174999,2.765000
1.179999,2.765000
1.184999,5.078000
1.190000,5.078000
1.195000,5.078000
1.200000,5.078000
1.205000,5.078000
1.210001,5.078000
1.215001,4.073000
1.220001,4.073000
1.225001,4.073000
1.230001,4.073000
1.235002,4.073000
1.240002,4.073000
1.245002,1.934000
1.250002,1.934000
1.255003,1.934000
1.260003,1.934000
1.265003,1.934000
1.270003,1.934000
1.275004,4.373000
1.280004,4.373000
1.285004,4.373000
1.290004,4.373000
1.295004,4.373000
1.300005,4.373000
1.305005,4.726000
1.310005,4.726000
1.315005,4.726000
1.320006,4.726000
1.325006,4.726000
1.330006,4.726000
1.335006,4.551000
1.340007,4.551000
1.345007,4.551000
1.350007,4.551000
1.355007,4.551000
1.360008,4.551000
1.365008,4.895000
1.370008,4.895000
1.375008,4.895000
1.380008,4.895000
1.385009,4.895000
1.390009,4.895000
1.395009,4.262000
1.400009,4.262000
1.405010,4.262000
1.410010,4.262000
1.415010,4.262000
1.420010,4.262000
1.425011,2.805000
1.430011,2.805000
1.435011,2.805000
1.440011,2.805000
1.445011,2.805000
1.450012,2.805000
1.455012,4.149000
1.460012,4.149000
1.465012,4.149000
1.470013,4.149000
1.475013,4.149000
1.480013,4.149000
1.485013,4.296000
1.490014,4.296000
1.495014,4.296000
1.500014,4.296000
1.505014,4.296000
1.510015,4.296000
1.515015,4.230000
1.520015,4.230000
1.525015,4.230000
1.530015,4.230000
1.535016,4.230000
1.540016,4.230000
1.545016,4.705000
1.550016,4.705000
1.555017,4.705000
1.560017,4.705000
1.565017,4.705000
1.570017,4.705000
1.575018,4.721000
1.580018,4.721000
1.585018,4.721000
1.590018,4.721000
1.595019,4.721000
1.600019,4.721000
1.605019,4.503000
1.610019,4.503000
1.615019,4.503000
1.620020,4.503000
1.625020,4.503000
1.630020,4.503000
1.635020,4.770000
1.640021,4.770000
1.645021,4.770000
1.650021,4.770000
1.655021,4.770000
1.660022,4.770000
1.665022,5.576000
1.670022,5.576000
1.675022,5.576000
1.680022,5.576000
1.685023,5.576000
1.690023,4.044000
1.695023,4.044000
1.700023,4.044000
1.705024,4.044000
1.710024,4.044000
1.715024,5.121000
1.720024,5.121000
1.725025,5.121000
1.730025,5.121000
1.735025,5.121000
1.740025,5.121000
1.745026,5.088000
1.750026,5.088000
1.755026,5.088000
1.760026,5.088000
1.765026,5.088000
1.770027,5.088000
1.775027,4.808000
1.780027,4.808000
1.785027,4.808000
1.790028,4.808000
1.795028,4.808000
1.800028,4.808000
1.805028,4.651000
1.810029,4.651000
1.815029,4.651000
1.820029,4.651000
1.825029,4.651000
1.830029,4.280000
1.835030,4.280000
1.840030,4.280000
1.845030,4.280000
1.850030,4.280000
1.855031,4.280000
1.860031,5.241000
1.865031,5.241000
1.870031,5.241000
1.875032,5.241000
1.880032,5.241000
1.885032,5.241000
1.890032,4.569000
1.895033,4.569000
1.900033,4.569000
1.905033,4.569000
1.910033,4.569000
1.915033,4.569000
1.920034,4.628000
1.925034,4.628000
1.930034,4.628000
1.935034,4.628000
1.940035,4.628000
1.945035,4.628000
1.950035,5.052000
1.955035,5.052000
1.960036,5.052000
1.965036,5.052000
1.970036,5.052000
1.975036,5.052000
1.980036,4.202000
1.985037,4.202000
1.990037,4.202000
1.995037,4.202000
2.000037,4.202000
2.005037,5.189000
2.010037,5.189000
2.015036,5.189000
2.020036,5.189000
2.025036,5.189000
2.030035,5.189000
2.035035,4.415000
2.040035,4.415000
2.045034,4.415000
2.050034,4.415000
2.055033,4.415000
2.060033,4.415000
2.065033,4.681000
2.070032,4.681000
2.075032,4.681000
2.080032,4.681000
2.085031,4.681000
2.090031,4.681000
2.095031,5.031000
2.100030,5.031000
2.105030,5.031000
2.110029,5.031000
2.115029,5.031000
2.120029,5.031000
2.125028,5.301000
2.130028,5.301000
2.135028,5.301000
2.140027,5.301000
2.145027,5.301000
2.150027,4.778000
2.155026,4.778000
2.160026,4.778000
2.165025,4.778000
2.170025,4.778000
2.175025,4.778000
2.180024,5.038000
2.185024,5.038000
2.190024,5.038000
2.195023,5.038000
2.200023,5.038000
2.205023,5.038000
2.210022,4.311000
2.215022,4.311000
2.220021,4.311000
2.225021,4.311000
2.230021,4.311000
2.235020,4.311000
2.240020,4.281000
2.245020,4.281000
2.250019,4.281000
2.255019,4.281000
2.260019,4.281000
2.265018,5.124000
2.270018,5.124000
2.275017,5.124000
2.280017,5.124000
2.285017,5.124000
2.290016,5.124000
2.295016,5.639000
2.300016,5.639000
2.305015,5.639000
2.310015,5.639000
2.315015,5.639000
2.320014,5.639000
2.325014,2.453000
2.330014,2.453000
2.335013,2.453000
2.340013,2.453000
2.345012,2.453000
2.350012,2.453000
2.355012,2.618000
2.360011,2.618000
2.365011,2.618000
2.370011,2.618000
2.375010,2.618000
2.380010,2.618000
2.385010,2.515000
2.390009,2.515000
2.395009,2.515000
2.400008,2.515000
2.405008,2.515000
2.410008,2.515000
2.415007,3.685000
2.420007,3.685000
2.425007,3.685000
2.430006,3.685000
2.435006,3.685000
2.440006,3.685000
2.445005,3.711000
2.450005,3.711000
2.455004,3.711000
2.460004,3.711000
2.465004,3.711000
2.470003,5.103000
2.475003,5.103000
2.480003,5.103000
2.485002,5.103000
2.490002,5.103000
2.495002,5.103000
2.500001,4.855000
2.505001,4.855000
2.510000,4.855000
2.515000,4.855000
2.520000,4.855000
2.524999,4.855000
2.529999,4.913000
2.534999,4.913000
2.539998,4.913000
2.544998,4.913000
2.549998,4.913000
2.554997,4.913000
2.559997,4.927000
2.564996,4.927000
2.569996,4.927000
2.574996,4.927000
2.579995,4.927000
2.584995,4.927000
2.589995,5.605000
2.594994,5.605000
2.599994,5.605000
2.604994,5.605000
2.609993,5.605000
2.614993,5.605000
2.619992,4.956000
2.624992,4.956000
2.629992,4.956000
2.634991,4.956000
2.639991,4.956000
2.644991,4.956000
2.649990,4.805000
2.654990,4.805000
2.659990,4.805000
2.664989,4.805000
2.669989,4.805000
2.674989,4.805000
2.679988,5.358000
2.684988,5.358000
2.689987,5.358000
2.694987,5.358000
2.699987,5.358000
2.704986,5.358000
2.709986,5.305000
2.714986,5.305000
2.719985,5.305000
2.724985,5.305000
2.729985,5.305000
2.734984,5.305000
2.739984,4.985000
2.744983,4.985000
2.749983,4.985000
2.754983,4.985000
2.759982,4.985000
2.764982,4.985000
2.769982,5.934000
2.774981,5.934000
2.779981,5.934000
2.784981,5.934000
2.789980,5.934000
2.794980,4.564000
2.799979,4.564000
2.804979,4.564000
2.809979,4.564000
2.814978,4.564000
2.819978,4.564000
2.824978,4.885000
2.829977,4.885000
2.834977,4.885000
2.839977,4.885000
2.844976,4.885000
2.849976,3.903000
2.854975,3.903000
2.859975,3.903000
2.864975,3.903000
2.869974,3.903000
2.874974,3.903000
2.879974,3.985000
2.884973,3.985000
2.889973,3.985000
2.894973,3.985000
2.899972,3.985000
2.904972,3.985000
2.909971,2.677000
2.914971,2.677000
2.919971,2.677000
2.924970,2.677000
2.929970,2.677000
2.934970,2.677000
2.939969,2.715000
2.944969,2.715000
2.949969,2.715000
2.954968,2.715000
2.959968,2.715000
2.964967,2.715000
2.969967,2.753000
2.974967,2.753000
2.979966,2.753000
2.984966,2.753000
2.989966,2.753000
2.994965,2.753000
2.999965,3.840000
3.004965,3.840000
3.009964,3.840000
3.014964,3.840000
3.019964,3.840000
3.024963,3.840000
3.029963,3.904000
3.034962,3.904000
3.039962,3.904000
3.044962,3.904000
3.049961,3.904000
3.054961,3.904000
3.059961,4.056000
3.064960,4.056000
3.069960,4.056000
3.074960,4.056000
3.079959,4.056000
3.084959,4.056000
3.089958,5.216000
3.094958,5.216000
3.099958,5.216000
3.104957,5.216000
3.109957,5.216000
3.114957,5.216000
3.119956,5.102000
3.124956,5.102000
3.129956,5.102000
3.134955,5.102000
3.139955,5.102000
3.144954,5.102000
3.149954,5.904000
3.154954,5.904000
3.159953,5.904000
3.164953,5.904000
3.169953,5.904000
3.174952,4.791000
3.179952,4.791000
3.184952,4.791000
3.189951,4.791000
3.194951,4.791000
3.199950,4.791000
3.204950,5.604000
3.209950,5.604000
3.214949,5.604000
3.219949,5.604000
3.224949,5.604000
3.229948,5.127000
3.234948,5.127000
3.239948,5.127000
3.244947,5.127000
3.249947,5.127000
3.254946,5.127000
3.259946,6.438000
3.264946,6.438000
3.269945,6.438000
3.274945,6.438000
3.279945,6.438000
3.284944,6.438000
3.289944,2.978000
3.294944,2.978000
3.299943,2.978000
3.304943,2.978000
3.309942,2.978000
3.314942,2.978000
3.319942,3.173000
3.324941,3.173000
3.329941,3.173000
3.334941,3.173000
3.339940,3.173000
3.344940,3.173000
3.349940,4.798000
3.354939,4.798000
3.359939,4.798000
3.364938,4.798000
3.369938,4.798000
3.374938,4.798000
3.379937,5.163000
3.384937,5.163000
3.389937,5.163000
3.394936,5.163000
3.399936,5.163000
3.404936,5.163000
3.409935,5.145000
3.414935,5.145000
3.419935,5.145000
3.424934,5.145000
3.429934,5.145000
3.434933,2.819000
3.439933,2.819000
3.444933,2.819000
3.449932,2.819000
3.454932,2.819000
3.459932,2.819000
3.464931,3.998000
3.469931,3.998000
3.474931,3.998000
3.479930,3.998000
3.484930,3.998000
3.489929,3.998000
3.494929,4.084000
3.499929,4.084000
3.504928,4.084000
3.509928,4.084000
3.514928,4.084000
3.519927,4.084000
3.524927,4.104000
3.529927,4.104000
3.534926,4.104000
3.539926,4.104000
3.544925,4.104000
3.549925,4.104000
3.554925,5.753000
3.559924,5.753000
3.564924,5.753000
3.569924,5.753000
3.574923,5.753000
3.579923,7.179000
3.584923,7.179000
3.589922,7.179000
3.594922,7.179000
3.599921,7.179000
3.604921,5.043000
3.609921,5.043000
3.614920,5.043000
3.619920,5.043000
3.624920,5.043000
3.629919,5.043000
3.634919,5.304000
3.639919,5.304000
3.644918,5.304000
3.649918,5.304000
3.654917,5.304000
3.659917,5.304000
3.664917,4.832000
3.669916,4.832000
3.674916,4.832000
3.679916,4.832000
3.684915,4.832000
3.689915,4.832000
3.694915,5.801000
3.699914,5.801000
3.704914,5.801000
3.709913,5.801000
3.714913,5.801000
3.719913,5.801000
3.724912,5.455000
3.729912,5.455000
3.734912,5.455000
3.739911,5.455000
3.744911,5.455000
3.749911,5.455000
3.754910,4.935000
3.759910,4.935000
3.764910,4.935000
3.769909,4.935000
3.774909,4.935000
3.779908,4.935000
3.784908,5.340000
3.789908,5.340000
3.794907,5.340000
3.799907,5.340000
3.804907,5.340000
3.809906,5.340000
3.814906,6.368000
3.819906,6.368000
3.824905,6.368000
3.829905,6.368000
3.834904,6.368000
3.839904,5.286000
3.844904,5.286000
3.849903,5.286000
3.854903,5.286000
3.859903,5.286000
3.864902,5.286000
3.869902,6.498000
3.874902,6.498000
3.879901,6.498000
3.884901,6.498000
3.889900,6.498000
3.894900,5.259000
3.899900,5.259000
3.904899,5.259000
3.909899,5.259000
3.914899,5.259000
3.919898,5.259000
3.924898,5.540000
3.929898,5.540000
3.934897,5.540000
3.939897,5.540000
3.944896,5.540000
3.949896,5.540000
3.954896,5.236000
3.959895,5.236000
3.964895,5.236000
3.969895,5.236000
3.974894,5.236000
3.979894,5.236000
3.984894,5.302000
3.989893,5.302000
3.994893,5.302000
3.999892,5.302000
4.004892,5.302000
4.009892,5.302000
4.014892,5.298000
4.019891,5.298000
4.024891,5.298000
4.029891,5.298000
4.034890,5.298000
4.039890,5.298000
4.044889,3.438000
4.049889,3.438000
4.054889,3.438000
4.059888,3.438000
4.064888,3.438000
4.069888,3.438000
4.074887,6.248000
4.079887,6.248000
4.084887,6.248000
4.089886,6.248000
4.094886,6.248000
4.099885,6.248000
4.104885,3.308000
4.109885,3.308000
4.114884,3.308000
4.119884,3.308000
4.124884,3.308000
4.129883,3.308000
4.134883,5.384000
4.139883,5.384000
4.144882,5.384000
4.149882,5.384000
4.154881,5.384000
4.159881,5.384000
4.164881,2.711000
4.169880,2.711000
4.174880,2.711000
4.179880,2.711000
4.184879,2.711000
4.189879,2.711000
4.194879,6.048000
4.199878,6.048000
4.204878,6.048000
4.209877,6.048000
4.214877,6.048000
4.219877,5.303000
4.224876,5.303000
4.229876,5.303000
4.234876,5.303000
4.239875,5.303000
4.244875,5.303000
4.249875,2.714000
4.254874,2.714000
4.259874,2.714000
4.264874,2.714000
4.269873,2.714000
4.274873,2.714000
4.279872,2.941000
4.284872,2.941000
4.289872,2.941000
4.294871,2.941000
4.299871,2.941000
4.304871,2.941000
4.309870,3.974000
4.314870,3.974000
4.319870,3.974000
4.324869,3.974000
4.329869,3.974000
4.334868,3.974000
4.339868,4.603000
4.344868,4.603000
4.349867,4.603000
4.354867,4.603000
4.359867,4.603000
4.364866,4.603000
4.369866,4.675000
4.374866,4.675000
4.379865,4.675000
4.384865,4.675000
4.389864,4.675000
4.394864,4.675000
4.399864,4.696000
4.404863,4.696000
4.409863,4.696000
4.414863,4.696000
4.419862,4.696000
4.424862,4.696000
4.429862,5.524000
4.434861,5.524000
4.439861,5.524000
4.444860,5.524000
4.449860,5.524000
4.454860,5.524000
4.459859,5.497000
4.464859,5.497000
4.469859,5.497000
4.474858,5.497000
4.479858,5.497000
4.484858,5.497000
4.489857,5.480000
4.494857,5.480000
4.499856,5.480000
4.504856,5.480000
4.509856,5.480000
4.514855,5.480000
4.519855,6.014000
4.524855,6.014000
4.529854,6.014000
4.534854,6.014000
4.539854,6.014000
4.544853,5.591000
4.549853,5.591000
4.554852,5.591000
4.559852,5.591000
4.564852,5.591000
4.569851,5.591000
4.574851,6.695000
4.579851,6.695000
4.584850,6.695000
4.589850,6.695000
4.594850,6.695000
4.599849,5.638000
4.604849,5.638000
4.609848,5.638000
4.614848,5.638000
4.619848,5.638000
4.624847,5.638000
4.629847,5.882000
4.634847,5.882000
4.639846,5.882000
4.644846,5.882000
4.649846,5.882000
4.654845,5.882000
4.659845,5.893000
4.664845,5.893000
4.669844,5.893000
4.674844,5.893000
4.679843,5.893000
4.684843,5.893000
4.689843,5.655000
4.694842,5.655000
4.699842,5.655000
4.704842,5.655000
4.709841,5.655000
4.714841,5.655000
4.719841,5.228000
4.724840,5.228000
4.729840,5.228000
4.734839,5.228000
4.739839,5.228000
4.744839,5.228000
4.749838,5.724000
4.754838,5.724000
4.759838,5.724000
4.764837,5.724000
4.769837,5.724000
4.774837,5.724000
4.779836,5.563000
4.784836,5.563000
4.789835,5.563000
4.794835,5.563000
4.799835,5.563000
4.804834,5.563000
4.809834,5.623000
4.814834,5.623000
4.819833,5.623000
4.824833,5.623000
4.829833,5.623000
4.834832,5.623000
4.839832,6.832000
4.844831,6.832000
4.849831,6.832000
4.854831,6.832000
4.859830,6.832000
4.864830,6.832000
4.869830,6.180000
4.874829,6.180000
4.879829,6.180000
4.884829,6.180000
4.889828,6.180000
4.894828,7.793000
4.899827,7.793000
4.904827,7.793000
4.909827,7.793000
4.914826,7.793000
4.919826,5.646000
4.924826,5.646000
4.929825,5.646000
4.934825,5.646000
4.939825,5.646000
4.944824,5.646000
4.949824,4.420000
4.954823,4.420000
4.959823,4.420000
4.964823,4.420000
4.969822,4.420000
4.974822,4.420000
4.979822,4.425000
4.984821,4.425000
4.989821,4.425000
4.994821,4.425000
4.999820,4.425000
5.004820,4.425000
5.009820,5.823000
5.014819,5.823000
5.019819,5.823000
5.024818,5.823000
5.029818,5.823000
5.034818,5.823000
5.039817,6.771000
5.044817,6.771000
5.049817,6.771000
5.054816,6.771000
5.059816,6.771000
5.064816,6.309000
5.069815,6.309000
5.074815,6.309000
5.079814,6.309000
5.084814,6.309000
5.089814,5.999000
5.094813,5.999000
5.099813,5.999000
5.104813,5.999000
5.109812,5.999000
5.114812,5.999000
5.119812,5.886000
5.124811,5.886000
5.129811,5.886000
5.134810,5.886000
5.139810,5.886000
5.144810,5.886000
5.149809,6.967000
5.154809,6.967000
5.159809,6.967000
5.164808,6.967000
5.169808,6.967000
5.174808,6.890000
5.179807,6.890000
5.184807,6.890000
5.189806,6.890000
5.194806,6.890000
5.199806,5.396000
5.204805,5.396000
5.209805,5.396000
5.214805,5.396000
5.219804,5.396000
5.224804,3.268000
5.229804,3.268000
5.234803,3.276000
5.239803,3.276000
5.244802,3.276000
5.249802,3.276000
5.254802,3.276000
5.259801,3.276000
5.264801,6.619000
5.269801,6.619000
5.274800,6.619000
5.279800,6.619000
5.284800,6.619000
5.289799,6.619000
5.294799,6.466000
5.299798,6.466000
5.304798,6.466000
5.309798,6.466000
5.314797,6.466000
5.319797,5.820000
5.324797,5.820000
5.329796,5.820000
5.334796,5.820000
5.339796,5.820000
5.344795,5.820000
5.349795,5.825000
5.354795,5.825000
5.359794,5.825000
5.364794,5.825000
5.369793,5.825000
5.374793,5.825000
5.379793,5.293000
5.384792,5.293000
5.389792,5.293000
5.394792,5.293000
5.399791,5.293000
5.404791,5.293000
5.409791,5.729000
5.414790,5.729000
5.419790,5.729000
5.424789,5.729000
5.429789,5.729000
5.434789,5.729000
5.439788,6.085000
5.444788,6.085000
5.449788,6.085000
5.454787,6.085000
5.459787,6.085000
5.464787,6.593000
5.469786,6.593000
5.474786,6.593000
5.479785,6.593000
5.484785,6.593000
5.489785,6.593000
5.494784,6.836000
5.499784,6.836000
5.504784,6.836000
5.509783,6.836000
5.514783,6.836000
5.519783,5.610000
5.524782,5.610000
5.529782,5.610000
5.534781,5.610000
5.539781,5.610000
5.544781,5.610000
5.549780,5.925000
5.554780,5.925000
5.559780,5.925000
5.564779,5.925000
5.569779,5.925000
5.574779,5.925000
5.579778,5.750000
5.584778,5.750000
5.589777,5.750000
5.594777,5.750000
5.599777,5.750000
5.604776,5.750000
5.609776,5.945000
5.614776,5.945000
5.619775,5.945000
5.624775,5.945000
5.629775,5.945000
5.634774,6.340000
5.639774,6.340000
5.644773,6.340000
5.649773,6.340000
5.654773,6.340000
5.659772,5.635000
5.664772,5.635000
5.669772,5.635000
5.674771,5.635000
5.679771,5.635000
5.684771,5.635000
5.689770,6.109000
5.694770,6.109000
5.699769,6.109000
5.704769,6.109000
5.709769,6.109000
5.714768,6.109000
5.719768,6.402000
5.724768,6.402000
5.729767,6.402000
5.734767,6.402000
5.739767,6.402000
5.744766,6.181000
5.749766,6.181000
5.754766,6.181000
5.759765,6.181000
5.764765,6.181000
5.769764,6.181000
5.774764,6.168000
5.779764,6.168000
5.784763,6.168000
5.789763,6.168000
5.794763,6.168000
5.799762,6.168000
5.804762,6.150000
5.809762,6.150000
5.814761,6.150000
5.819761,6.150000
5.824760,6.150000
5.829760,6.150000
5.834760,6.384000
5.839759,6.384000
5.844759,6.384000
5.849759,6.384000
5.854758,6.384000
5.859758,6.194000
5.864758,6.194000
5.869757,6.194000
5.874757,6.194000
5.879756,6.194000
5.884756,6.194000
5.889756,6.453000
5.894755,6.453000
5.899755,6.453000
5.904755,6.453000
5.909754,6.453000
5.914754,6.219000
5.919754,6.219000
5.924753,6.219000
5.929753,6.219000
5.934752,6.219000
5.939752,6.219000
5.944752,6.118000
5.949751,6.118000
5.954751,6.118000
5.959751,6.118000
5.964750,6.118000
5.969750,6.118000
5.974750,6.136000
5.979749,6.136000
5.984749,6.136000
5.989748,6.136000
5.994748,6.136000
5.999748,6.136000
6.004747,6.096000
6.009747,6.096000
6.014747,6.096000
6.019746,6.096000
6.024746,6.096000
6.029746,6.096000
6.034745,6.144000
6.039745,6.144000
6.044744,6.144000
6.049744,6.144000
6.054744,6.144000
6.059743,6.144000
6.064743,7.089000
6.069743,7.089000
6.074742,7.089000
6.079742,7.089000
6.084742,7.089000
6.089741,7.089000
6.094741,8.834000
6.099741,8.834000
6.104740,8.834000
6.109740,8.834000
6.114739,8.834000
6.119739,4.006000
6.124739,4.006000
6.129738,4.006000
6.134738,4.006000
6.139738,4.006000
6.144737,4.006000
6.149737,3.973000
6.154737,3.973000
6.159736,3.973000
6.164736,3.973000
6.169735,3.973000
6.174735,3.973000
6.179735,3.936000
6.184734,3.936000
6.189734,3.936000
6.194734,3.936000
6.199733,3.936000
6.204733,3.936000
6.209733,3.981000
6.214732,3.981000
6.219732,3.981000
6.224731,3.981000
6.229731,3.981000
6.234731,3.981000
6.239730,5.516000
6.244730,5.516000
6.249730,5.516000
6.254729,5.516000
6.259729,5.516000
6.264729,5.516000
6.269728,5.720000
6.274728,5.720000
6.279727,5.720000
6.284727,5.720000
6.289727,5.720000
6.294726,5.720000
6.299726,5.426000
6.304726,5.426000
6.309725,5.426000
6.314725,5.426000
6.319725,5.426000
6.324724,5.426000
6.329724,5.491000
6.334723,5.491000
6.339723,5.491000
6.344723,5.491000
6.349722,5.491000
6.354722,5.491000
6.359722,6.301000
6.364721,6.301000
6.369721,6.301000
6.374721,6.301000
6.379720,6.301000
6.384720,6.301000
6.389719,6.726000
6.394719,6.726000
6.399719,6.726000
6.404718,6.726000
6.409718,6.726000
6.414718,6.348000
6.419717,6.348000
6.424717,6.348000
6.429717,6.348000
6.434716,6.348000
6.439716,6.484000
6.444715,6.484000
6.449715,6.484000
6.454715,6.484000
6.459714,6.484000
6.464714,6.819000
6.469714,6.819000
6.474713,6.819000
6.479713,6.819000
6.484713,6.819000
6.489712,6.081000
6.494712,6.081000
6.499712,6.081000
6.504711,6.081000
6.509711,6.081000
6.514710,6.081000
6.519710,6.525000
6.524710,6.525000
6.529709,6.525000
6.534709,6.525000
6.539709,6.525000
6.544708,6.525000
6.549708,6.443000
6.554708,6.443000
6.559707,6.443000
6.564707,6.443000
6.569706,6.443000
6.574706,6.454000
6.579706,6.454000
6.584705,6.454000
6.589705,6.454000
6.594705,6.454000
6.599704,6.544000
6.604704,6.544000
6.609704,6.544000
6.614703,6.544000
6.619703,6.544000
6.624702,6.544000
6.629702,7.509000
6.634702,7.509000
6.639701,7.509000
6.644701,7.509000
6.649701,7.509000
6.654700,6.566000
6.659700,6.566000
6.664700,6.566000
6.669699,6.566000
6.674699,6.566000
6.679698,6.566000
6.684698,7.428000
6.689698,7.428000
6.694697,7.428000
6.699697,7.428000
6.704697,7.428000
6.709696,6.464000
6.714696,6.464000
6.719696,6.464000
6.724695,6.464000
6.729695,6.464000
6.734694,6.464000
6.739694,7.431000
6.744694,7.431000
6.749693,7.431000
6.754693,7.431000
6.759693,7.431000
6.764692,6.962000
6.769692,6.962000
6.774692,6.962000
6.779691,6.962000
6.784691,6.962000
6.789690,8.440000
6.794690,8.440000
6.799690,8.440000
6.804689,8.440000
6.809689,8.440000
6.814689,7.041000
6.819688,7.041000
6.824688,7.041000
6.829688,7.041000
6.834687,7.041000
6.839687,7.453000
6.844687,7.453000
6.849686,7.453000
6.854686,7.453000
6.859685,7.453000
6.864685,6.486000
6.869685,6.486000
6.874684,6.486000
6.879684,6.486000
6.884684,6.486000
6.889683,7.193000
6.894683,7.193000
6.899683,7.193000
6.904682,7.193000
6.909682,7.193000
6.914681,7.193000
6.919681,6.817000
6.924681,6.817000
6.929680,6.817000
6.934680,6.817000
6.939680,6.817000
6.944679,7.620000
6.949679,7.620000
6.954679,7.620000
6.959678,7.620000
6.964678,7.620000
6.969677,6.117000
6.974677,6.117000
6.979677,6.117000
6.984676,6.117000
