time, Sim.DrawTime
6.989676,6.117000
6.994676,6.117000
6.999675,6.451000
7.004675,6.451000
7.009675,6.451000
7.014674,6.451000
7.019674,6.451000
7.024673,7.247000
7.029673,7.247000
7.034673,7.247000
7.039672,7.247000
7.044672,7.247000
7.049672,6.704000
7.054671,6.704000
7.059671,6.704000
7.064671,6.704000
7.069670,6.704000
7.074670,7.460000
7.079669,7.460000
7.084669,7.460000
7.089669,7.460000
7.094668,7.460000
7.099668,7.460000
7.104668,7.957000
7.109667,7.957000
7.114667,7.957000
7.119667,7.957000
7.124666,7.957000
7.129666,6.781000
7.134665,6.781000
7.139665,6.781000
7.144665,6.781000
7.149664,6.781000
7.154664,6.351000
7.159664,6.351000
7.164663,6.351000
7.169663,6.351000
7.174663,6.351000
7.179662,6.351000
7.184662,6.784000
7.189662,6.784000
7.194661,6.784000
7.199661,6.784000
7.204660,6.784000
7.209660,8.406000
7.214660,8.406000
7.219659,8.406000
7.224659,8.406000
7.229659,8.406000
7.234658,8.146000
7.239658,8.146000
7.244658,8.146000
7.249657,8.146000
7.254657,8.146000
7.259656,7.041000
7.264656,7.041000
7.269656,7.041000
7.274655,7.041000
7.279655,7.041000
7.284655,7.004000
7.289654,7.004000
7.294654,7.004000
7.299654,7.004000
7.304653,7.004000
7.309653,6.920000
7.314652,6.920000
7.319652,6.920000
7.324652,6.920000
7.329651,6.920000
7.334651,6.920000
7.339651,7.764000
7.344650,7.764000
7.349650,7.764000
7.354650,7.764000
7.359649,7.764000
7.364649,6.265000
7.369648,6.265000
7.374648,6.265000
7.379648,6.265000
7.384647,6.265000
7.389647,7.683000
7.394647,7.683000
7.399646,7.683000
7.404646,7.683000
7.409646,7.683000
7.414645,7.683000
7.419645,6.877000
7.424644,6.877000
7.429644,6.877000
7.434644,6.877000
7.439643,6.877000
7.444643,6.877000
7.449643,6.920000
7.454642,6.920000
7.459642,6.920000
7.464642,6.920000
7.469641,6.920000
7.474641,6.998000
7.479640,6.998000
7.484640,6.998000
7.489640,6.998000
7.494639,6.998000
7.499639,6.982000
7.504639,6.982000
7.509638,6.982000
7.514638,6.982000
7.519638,6.982000
7.524637,6.982000
7.529637,4.216000
7.534636,4.216000
7.539636,4.216000
7.544636,4.216000
7.549635,4.216000
7.554635,4.216000
7.559635,6.899000
7.564634,6.899000
7.569634,6.899000
7.574634,6.899000
7.579633,6.899000
7.584633,6.899000
7.589633,7.604000
7.594632,7.604000
7.599632,7.604000
7.604631,7.604000
7.609631,7.604000
7.614631,3.868000
7.619630,3.868000
7.624630,3.868000
7.629630,3.868000
7.634629,3.868000
7.639629,3.868000
7.644629,7.008000
7.649628,7.008000
7.654628,7.008000
7.659627,7.008000
7.664627,7.008000
7.669627,6.856000
7.674626,6.856000
7.679626,6.856000
7.684626,6.856000
7.689625,6.856000
7.694625,7.459000
7.699625,7.459000
7.704624,7.459000
7.709624,7.459000
7.714623,7.459000
7.719623,6.395000
7.724623,6.395000
7.729622,6.395000
7.734622,6.395000
7.739622,6.395000
7.744621,8.171000
7.749621,8.171000
7.754621,8.171000
7.759620,8.171000
7.764620,8.171000
7.769619,6.800000
7.774619,6.800000
7.779619,6.800000
7.784618,6.800000
7.789618,6.800000
7.794618,7.220000
7.799617,7.220000
7.804617,7.220000
7.809617,7.220000
7.814616,7.220000
7.819616,6.508000
7.824615,6.508000
7.829615,6.508000
7.834615,6.508000
7.839614,6.508000
7.844614,6.508000
7.849614,6.814000
7.854613,6.814000
7.859613,6.814000
7.864613,6.814000
7.869612,6.814000
7.874612,8.139999
7.879611,8.139999
7.884611,8.139999
7.889611,8.139999
7.894610,8.139999
7.899610,6.785000
7.904610,6.785000
7.909609,6.785000
7.914609,6.785000
7.919609,6.785000
7.924608,8.296000
7.929608,8.296000
7.934608,8.296000
7.939607,8.296000
7.944607,8.296000
7.949606,6.375000
7.954606,6.375000
7.959606,6.375000
7.964605,6.375000
7.969605,6.375000
7.974605,8.368999
7.979604,8.368999
7.984604,8.368999
7.989604,8.368999
7.994603,8.368999
7.999603,6.632000
8.004604,6.632000
8.009606,6.632000
8.014608,6.632000
8.019610,6.632000
8.024612,8.570000
8.029614,8.570000
8.034616,8.570000
8.039618,8.570000
8.044621,8.570000
8.049623,7.552000
8.054625,7.552000
8.059627,7.552000
8.064629,7.552000
8.069631,7.552000
8.074633,7.220000
8.079635,7.220000
8.084637,7.220000
8.089639,7.220000
8.094641,7.220000
8.099643,7.250000
8.104645,7.250000
8.109647,7.250000
8.114649,7.250000
8.119651,7.250000
8.124653,8.475000
8.129655,8.475000
8.134657,8.475000
8.139659,8.475000
